Մակնիշ,Մոդել,Գին(դրամ),Տարի,Վազքը,Մոդիֆիկացիան,Թափքը,Փոխանցման տուփը,Ղեկը,Շարժիչը,Գույնը,Սրահի գույնը,Շարժիչի ծավալը,Ձիաուժը,Մխոցների քանակը,Քարշակը,Դռների քանակը,Անվահեծերը,Մոտոժամը,"Բեռնատարողությունը, կգ / տ",Տեղադրված է
Hyundai,Veloster ,3840000,2017,38236  մղոն ,,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,13.01.2021
Opel,Zafira ,2256000,2004,223000  կմ ,,Ունիվերսալ,Մեխանիկական,Ձախ,Գազ,Մոխրագույն,,1.8,125,4,Առջևի,,"16""",,,13.01.2021
Hyundai,Veloster ,3792000,2016,6808  մղոն ,,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,13.01.2021
Honda,Odyssey ,3456000,2008,162000  կմ ,Honda Odyssey 3.5,Ֆուրգոն,Ավտոմատ,Ձախ,Բենզին,Ոսկեգույն,,,,,,,,,,13.01.2021
Lexus,GX 460 ,7776000,2006,134000  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,13.01.2021
Ford,Fusion ,2856000,2015,120000  կմ ,2015-2014,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,13.01.2021
Mercedes-Benz,E 350 ,3960000,2008,98000  կմ ,ZAVASKO ZUBILA RESTAYLING,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,3.5,,,,,"18""",,,13.01.2021
Mazda,CX9 ,4608000,2010,145000  մղոն ,Grand Turing 4x4,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,13.01.2021
Nissan,Kicks ,5760000,2019,24792  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,13.01.2021
Nissan,Kicks ,5712000,2018,20012  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,13.01.2021
Mercedes-Benz,Vito ,1680000,2000,1000  կմ ,2.,Մինիվեն /  Միկրոավտոբուս,Մեխանիկական,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,13.01.2021
Nissan,Kicks ,5760000,2018,31244  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,13.01.2021
Mercedes-Benz,Viano ,2880000,2005,1000  կմ ,3.2 Benzin,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Աջ,Գազ,Արծաթագույն,,,,,,,,,,13.01.2021
Toyota,Camry ,2808000,2006,200  կմ ,"3,5",Սեդան,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,,,,,,,,,,13.01.2021
Toyota,Sienna ,5376000,2013,130000  մղոն ,,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,13.01.2021
Mercedes-Benz,Viano ,2496000,2004,100  կմ ,3.2 Benzin,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Փոխված աջից ձախ,Բենզին,Արծաթագույն,,,,,,,,,,13.01.2021
Nissan,Tiida ,1968000,2010,56500  կմ ,Nissan Tiida 2010,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,1.5,,,Առջևի,,,,,13.01.2021
Honda,Civic ,5712000,2018,30000  կմ ,Honda Civic Ex,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,2.0,159,,Առջևի,,"16""",,,13.01.2021
Nissan,Xterra ,4800000,2003,127000  կմ ,Nor bervac idealakan 4x4,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,13.01.2021
Infiniti,FX35 ,2879520,2004,89000  մղոն ,89000  MXON original,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Շագանակագույն,3.5,280,,Լիաքարշակ,5,"18""",,,13.01.2021
Mitsubishi,Outlander ,6096000,2015,50000  մղոն ,2.0 mator,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,13.01.2021
Toyota,Camry ,4608000,2015,90000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Բալագույն,,,,,,,,,,13.01.2021
Mercedes-Benz,CLS 500 ,12480000,2012,132000  կմ ,Cls550,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,5.5,402,8,Ետևի,,"20""",,,13.01.2021
Nissan,Juke ,3840000,2012,130000  մղոն ,,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սև,Մոխրագույն,1.6,,,,5,,,,13.01.2021
Nissan,Leaf ,4176000,2011,20000  մղոն ,Շտապ California,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մոխրագույն,,,,Առջևի,4,,,,13.01.2021
Kia,Sorento ,8592000,2016,45000  մղոն ,Շտապ 2015-2016 4x4,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Սև,3.3,290,6,Լիաքարշակ,4,,,,13.01.2021
Mercedes-Benz,E 240 ,3360000,2001,555  կմ ,Full,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,13.01.2021
Toyota,Camry ,5760000,2016,71000  կմ ,2.5 SE,Սեդան,Ավտոմատ,Ձախ,Բենզին,Բալագույն,,,,,,,,,,13.01.2021
Mercedes-Benz,G 500 ,9600000,1999,38000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Սև,5.5,,8,Լիաքարշակ,5,"20""",,,13.01.2021
Opel,Astra ,1584000,2001,200000  կմ ,,Հետչբեք,Մեխանիկական,Ձախ,Գազ,Կապույտ,Սև,1.6,84,5,Առջևի,4,"15""",,,13.01.2021
Niva,2121 ,960000,2013,100000  կմ ,,Ունիվերսալ,Մեխանիկական,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,13.01.2021
GAZ,Газель ,2016000,2005,125000  կմ ,Sarnaran bernatar,,Մեխանիկական,Ձախ,Գազ,Սպիտակ,,2.2,,,,,,,"2,5t",13.01.2021
Ford,Transit ,6192000,2011,130000  կմ ,,,Մեխանիկական,Ձախ,Դիզել,Սպիտակ,,,,,,,,,,13.01.2021
Toyota,Camry ,9024000,2018,10000  մղոն ,Se,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,13.01.2021
Mitsubishi,Pajero ,5040000,2007,159000  կմ ,4,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Սև,Սև,3.0,175,4,Լիաքարշակ,5,"16""",,,13.01.2021
Ford,Transit ,4416000,2010,280000  կմ ,2.2,Ունիվերսալ,Մեխանիկական,Ձախ,Դիզել,Արծաթագույն,,,,,Առջևի,,,,,13.01.2021
Toyota,Camry ,5952000,2014,97000  կմ ,"2,5",Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,13.01.2021
BMW,320 ,1488000,2000,185000  կմ ,M54 B20,Կուպե,Մեխանիկական,Ձախ,Բենզին,Կանաչ,,,,,,,,,,13.01.2021
Ford,Scorpio ,350000,1998,100000  կմ ,,Հետչբեք,Ավտոմատ,Ձախ,Գազ,Սև,,,,,,,,,,13.01.2021
BMW,750 ,4560000,2008,171000  կմ ,BMW 750LI SRANIC FULL CHI LINUM,Սեդան,Ավտոմատ,Ձախ,Գազ,Սպիտակ,,,,,,,,,,13.01.2021
Opel,Zafira ,1752000,1999,245000  կմ ,Lav,Մինիվեն /  Միկրոավտոբուս,Մեխանիկական,Ձախ,Գազ,Կապույտ,,,,,,,,,,13.01.2021
Hyundai,Sonata ,4656000,2017,71000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,13.01.2021
Ford,Transit ,2064000,1996,350000  կմ ,2.5l,,Մեխանիկական,Ձախ,Դիզել,Սպիտակ,,,,,,,,,,13.01.2021
BMW,X6 ,9600000,2008,149000  կմ ,,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Սև,3.5,,4,Լիաքարշակ,,"20""",,,13.01.2021
BMW,325 ,2016000,2003,250000  կմ ,Bmw e46,Սեդան,Ավտոմատ,Ձախ,Գազ,Կարմիր,Բեժ ,2.5,192,6,Ետևի,4,"17""",,,13.01.2021
Nissan,Altima ,4800000,2016,51000  մղոն ,,Սեդան,Վարիատոր,Ձախ,Բենզին,Բալագույն,Սև,2.5,182,4,Առջևի,4,"16""",,,13.01.2021
Mercedes-Benz,E 350 ,Պայ,2009,133000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,3.5,273,6,Ետևի,5,"18""",,,13.01.2021
Volkswagen,Passat ,1824000,2003,180000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Արծաթագույն,,,,,,,,,,13.01.2021
BMW,X5 ,6144000,2007,230000  կմ ,4.8is ShadowLine,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,4.8,355,8,Լիաքարշակ,4,"18""",,,13.01.2021
Opel,Zafira ,3264000,2006,220000  կմ ,12.09.2021,Սեդան,Մեխանիկական,Ձախ,Գազ,Մոխրագույն,,,,,,,,,,13.01.2021
Mercedes-Benz,C 280 ,1104000,1997,300000  կմ ,"2,8",Սեդան,Ավտոմատ,Ձախ,Գազ,Արծաթագույն,,,,,,,,,,13.01.2021
Toyota,Camry ,3600000,2010,140000  մղոն ,"2,5",Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,13.01.2021
BMW,535 ,7440000,2012,105000  մղոն ,535i,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,12.01.2021
Opel,Astra ,1680000,2003,190000  կմ ,,Սեդան,Մեխանիկական,Ձախ,Գազ,Սև,,,,,,,,,,12.01.2021
VAZ(Lada),2114 ,1248000,2008,259000  կմ ,Euro Lux - hexuk gaz,Հետչբեք,Մեխանիկական,Ձախ,Գազ,Սև,,1.6,,,Առջևի,,,,,12.01.2021
Mercedes-Benz,ML 350 ,8880000,2010,144000  կմ ,350 4MATIC,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Սև,3.5,272,6,Լիաքարշակ,5,"21""",,,12.01.2021
Peugeot,307 ,1296000,2004,197000  կմ ,,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,12.01.2021
Nissan,X-Trail ,2400000,2005,130000  կմ ,T30,Ամենագնաց,Ավտոմատ,Աջ,Գազ,Սպիտակ,Սև,2.0,150,,,5,"17""",,,12.01.2021
Hyundai,Solaris ,5759520,2018,40000  կմ ,1.6 comfort +,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,12.01.2021
Infiniti,FX35 ,7675200,2010,108000  մղոն ,PREMIUM,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Սև,,,,,,,,,,12.01.2021
Lexus,GX 460 ,12960000,2010,114000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,12.01.2021
Mini,Cooper S ,3696000,2010,100000  կմ ,2 TURBO,Կուպե,Ավտոմատ,Ձախ,Բենզին,Կանաչ,,,,,,,,,,12.01.2021
Mercedes-Benz,G 500 ,15120000,2004,151231  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,12.01.2021
Mercedes-Benz,E 240 ,2640000,2002,264000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Կապույտ,Սև,2.4,,,,,,,,12.01.2021
Nissan,Versa ,816000,2018,150159  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,1.6,,,,,,,,12.01.2021
Toyota,Camry ,4272000,2011,132540  կմ ,2.4,Սեդան,Ավտոմատ,Ձախ,Հիբրիդ,Սև,Բեժ ,2.4,179,,Առջևի,4,"17""",,,12.01.2021
Kia,Sportage ,5280000,2018,45672  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,2.4,,,,,,,,12.01.2021
Tesla,Model 3 ,14880000,2018,36558  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Մոխրագույն,,,,,,,,,,12.01.2021
Toyota,Land Cruiser Prado ,8640000,2007,163849  կմ ,4×4,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,12.01.2021
Mercedes-Benz,G 500 ,33120000,2013,48000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,12.01.2021
Mercedes-Benz,E 200 ,1680000,1997,300000  կմ ,"w210 1,6 balon",Սեդան,Մեխանիկական,Ձախ,Գազ,Սմբկագույն,,,,,,,,,,12.01.2021
BMW,550 ,3360000,2006,150000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,12.01.2021
Nissan,Frontier ,6960000,2019,17107  մղոն ,,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,4.0,,,,,,,,12.01.2021
Toyota,C-HR ,4080000,2019,11823  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,2.0,,,,,,,,12.01.2021
Hyundai,Elantra ,2544000,2019,7374  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,2.0,,,,,,,,12.01.2021
Nissan,Tiida ,1536000,2006,145000  մղոն ,,Հետչբեք,Վարիատոր,Աջ,Բենզին,Բեժ,,,,,,,,,,12.01.2021
Toyota,Tacoma ,9024000,2019,36128  մղոն ,,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,3.5,,,,,,,,12.01.2021
Toyota,Camry ,3648000,2010,105000  կմ ,Idealakan anteri,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,12.01.2021
Ford,F150 ,9648000,2019,7012  մղոն ,,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,2.7,,,,,,,,12.01.2021
BMW,328 ,3984000,2011,210000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,12.01.2021
Nissan,Altima ,3120000,2010,114000  մղոն ,SL,Սեդան,Վարիատոր,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,12.01.2021
Toyota,Corolla ,6000000,2014,91000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,12.01.2021
BMW,328 ,4080000,2007,177000  կմ ,,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Սպիտակ,2.8,234,6,Ետևի,2,"18""",,,12.01.2021
Lexus,LS 460 AWD ,8640000,2009,170000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,12.01.2021
Ford,Edge ,4272000,2019,13741  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,2.0,,,,,,,,12.01.2021
Toyota,Camry ,4272000,2019,25580  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,2.5,,,,,,,,12.01.2021
Cadillac,CTS ,6432000,2019,11586  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,2.0,,,,,,,,12.01.2021
Dodge,Charger ,15120000,2019,14410  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մանուշակագույն,,6.4,,,,,,,,12.01.2021
VAZ(Lada),2110 ,600000,2003,70000  կմ ,,Սեդան,Մեխանիկական,Ձախ,Գազ,Սև,,,,,,,,,,12.01.2021
Այլ / Other,Այլ/Օther ,1296000,1999,205400  կմ ,Opel astra g 1.6 prastoy mator,Հետչբեք,Մեխանիկական,Ձախ,Գազ,Արծաթագույն,,,,,,,,,,12.01.2021
Mercedes-Benz,E 350 ,4560000,2008,110000  մղոն ,3.5 4matic,Սեդան,Ավտոմատ,Ձախ,Գազ,Սև,,,,,,,,,,12.01.2021
Mercedes-Benz,C 63 AMG ,4752000,2010,110000  մղոն ,,,,,,,,,,,,,,,,12.01.2021
BMW,323 ,2064000,2000,193000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Սև,,,,,,,,,,12.01.2021
Nissan,Altima ,5040000,2017,33000  մղոն ,2017,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,12.01.2021
Volkswagen,Jetta ,3600000,2011,148000  մղոն ,2.5 MATOR  POLNI FUL,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,12.01.2021
BMW,X5 ,8592000,2013,85000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,3.5,,6,Լիաքարշակ,4,"20""",,,12.01.2021
Opel,Astra ,1296000,1999,256000  կմ ,,Ունիվերսալ,Մեխանիկական,Ձախ,Գազ,Սև,,,,,,,,,,12.01.2021
Nissan,BAssara ,2064000,2003,220000  կմ ,,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Աջ,Գազ,Արծաթագույն,,,,,,,,,,12.01.2021
Lexus,RX 350 ,8880000,2014,65000  մղոն ,2013 4x4 rest anteri,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Մոխրագույն,3.5,,6,Լիաքարշակ,5,"18""",,,12.01.2021
Mazda,3 ,2256000,2010,145000  կմ ,2.0 doch mator,Սեդան,Ավտոմատ,Ձախ,Բենզին,Երկնագույն,,,,,,,,,,12.01.2021
Chevrolet,Volt ,1248000,2013,55931  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Հիբրիդ,Կապույտ,Բեժ ,1.4,,,Առջևի,,,,,12.01.2021
Niva,4x4 Urban ,3648000,2017,59000  կմ ,,Կուպե,Մեխանիկական,Ձախ,Գազ,Սև,Մոխրագույն,1.7,,4,Լիաքարշակ,3,"16""",,,12.01.2021
BMW,320 ,2256000,2002,140000  կմ ,Japan Full,Կուպե,Մեխանիկական,Ձախ,Բենզին,Սև,Սև,2.0,143,4,Ետևի,2,"17""",,,12.01.2021
Mercedes-Benz,E 320 ,2160000,2001,250000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Արծաթագույն,,,,,,,,,,12.01.2021
Honda,Accord ,Պայ,2011,103653  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,12.01.2021
Opel,Astra ,1272000,1998,11  կմ ,,Սեդան,Մեխանիկական,Ձախ,Գազ,Բալագույն,,,,,,,,,,12.01.2021
Audi,Q5 ,9120000,2014,75000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Շագանակագույն,,,,,,,,,,12.01.2021
Mercedes-Benz,ML 350 ,5088000,2009,131508  մղոն ,Լիաքարշակ,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,12.01.2021
Nissan,Juke ,4080000,2015,49612  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,12.01.2021
Nissan,Juke ,4176000,2015,16567  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,12.01.2021
Nissan,Juke ,3840000,2017,66295  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,12.01.2021
Nissan,Juke ,4224000,2015,68419  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,12.01.2021
Mercedes-Benz,S 350 ,5664000,2007,185700  կմ ,W 221 S 350,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,12.01.2021
Kia,Forte Coupe ,3120000,2012,148  մղոն ,Doch  2.0,Կուպե,Ավտոմատ,Ձախ,Գազ,Մոխրագույն,,2.0,156,,Առջևի,,"16""",,,12.01.2021
BMW,328 ,4464000,2010,82500  կմ ,E93 Cabriolet,Կաբրիոլետ / Ռոդսթեր,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,12.01.2021
Mercedes-Benz,C 300 ,7008000,2014,115851  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,12.01.2021
Nissan,Altima ,3024000,2008,82000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,12.01.2021
Mercedes-Benz,C 300 ,7632480,2015,43507  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,12.01.2021
BMW,528 ,3696000,2008,189409  մղոն ,528,Սեդան,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,Սև,2.8,234,,Ետևի,5,,,,12.01.2021
Hyundai,Elantra ,3600000,2011,105000  մղոն ,1.8 dohc,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,12.01.2021
Volkswagen,Golf ,2160000,2007,120000  կմ ,Golf 5,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սև,,1.6,,,,,,,,12.01.2021
VAZ(Lada),2107 ,Պայ,2012,48000  կմ ,Lada 2107 2012թ,Սեդան,Մեխանիկական,Ձախ,Բենզին,Արծաթագույն,Սև,1.7,,,,4,"13""",,,12.01.2021
Lexus,RX 450h ,7680000,2010,117000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Հիբրիդ,Սպիտակ,,,,,,,,,,12.01.2021
Kia,Forte ,2640000,2018,77363  մղոն ,LX,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,2.0,,,Առջևի,,,,,12.01.2021
Kia,Forte ,2640000,2018,31510  մղոն ,LX,Սեդան,Ավտոմատ,Ձախ,Բենզին,Բալագույն,,2.0,,,Առջևի,,,,,12.01.2021
VAZ(Lada),2107 ,650000,2000,12345  կմ ,,Սեդան,Մեխանիկական,Ձախ,Գազ,Կարմիր,,,,,,,,,,12.01.2021
Fiat,500 ,4944000,2015,110000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Սև,2.4,,,Լիաքարշակ,,"18""",,,12.01.2021
Niva,2121 ,1248000,2021,260000  կմ ,,Ամենագնաց,Մեխանիկական,Ձախ,Գազ,Սպիտակ,Սև,1.7,90,4,Լիաքարշակ,3,"17""",,,12.01.2021
Mercedes-Benz,CLA 250 ,5760000,2014,116069  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,12.01.2021
Mercedes-Benz,S 550 ,8496000,2007,81000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,12.01.2021
Hyundai,Sonata ,3744000,2014,132000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,12.01.2021
Toyota,Camry ,6960000,2017,80000  կմ ,17/16 Sport Hexuk Gaz,Սեդան,Ավտոմատ,Ձախ,Գազ,Սև,,,,,,,,,,12.01.2021
Kia,Sorento ,4320000,2020,2000  կմ ,S,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,12.01.2021
Nissan,Teana ,3792000,2008,153000  կմ ,2.5,Սեդան,Վարիատոր,Աջ,Բենզին,Այլ գույն,Սև,2.5,,4,Առջևի,5,"16""",,,12.01.2021
Nissan,Qashqai ,12720000,2020,300  կմ ,,Ամենագնաց,Վարիատոր,Ձախ,Բենզին,Երկնագույն,,,,,,,,,,12.01.2021
BMW,428 ,7680000,2015,73295  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,12.01.2021
Kia,Sorento ,4320000,2019,43000  կմ ,LX,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Բեժ,,,,,,,,,,12.01.2021
Niva,2121 ,Պայ,2020,8000  կմ ,2021,Ամենագնաց,Մեխանիկական,Ձախ,Բենզին,Սպիտակ,Սև,1.7,83,4,Լիաքարշակ,2,"16""",,,12.01.2021
Toyota,Vitz ,720000,2002,223000  կմ ,1.3,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Սև,1.3,88,4,Լիաքարշակ,5,"13""",,,12.01.2021
BMW,328 ,4560960,2015,128846  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,12.01.2021
Nissan,Juke ,5232000,2013,33000  կմ ,1.6L,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Բալագույն,,,,,,,,,,12.01.2021
BMW,320 ,5280000,2016,42084  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,12.01.2021
Kia,Optima ,3360000,2019,33000  կմ ,LX,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,12.01.2021
Kia,Optima ,3360000,2020,8000  կմ ,LX,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,12.01.2021
Opel,Astra ,1440000,2002,215000  կմ ,Opel Astra G,Հետչբեք,Մեխանիկական,Ձախ,Գազ,Արծաթագույն,Սև,1.6,84,4,Առջևի,4,"15""",,,12.01.2021
Infiniti,QX60 ,5280000,2018,23000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,12.01.2021
BMW,328 ,5760000,2014,68234  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,12.01.2021
BMW,328 ,5280000,2015,74670  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,12.01.2021
BMW,328 ,5616000,2015,42400  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,12.01.2021
Kia,Forte ,2880000,2019,22000  կմ ,FE,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,12.01.2021
Lexus,RX 350 ,7200000,2016,49858  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Կարմիր,3.5,,,Լիաքարշակ,,,,,12.01.2021
BMW,535 ,6720000,2015,68974  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,12.01.2021
Toyota,Camry ,5424000,2012,120000  մղոն ,2.5se,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,12.01.2021
Toyota,Corolla ,3792000,2020,21451  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,1.8,,,,,,,,12.01.2021
BMW,X5 ,9120000,2015,122502  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,12.01.2021
Jeep,Renegade ,2160000,2019,400  կմ ,Sport,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կարմիր,,,,,,,,,,12.01.2021
BMW,X5 ,10560000,2015,115805  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,12.01.2021
Nissan,Sentra ,3312000,2019,39734  մղոն ,S,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,12.01.2021
Lexus,LX 470 ,13200000,2007,159000  կմ ,LX 470 Grande,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մոխրագույն,4.7,,,,,,,,12.01.2021
